date,state_id,state_name,commodity_name,avg_modal_price,avg_min_price,avg_max_price,district_name,calculationType,change,commodity_standardized,paddy,ragi,jowar,moongdal,max_temp,min_temp,avg_temp,rainfall,max_windspeed,min_windspeed,mean_windspeed,summer,rainy,winter
11-01-2021,36,Telangana,Paddy(Dhan)(Common),2248.01,2181.65157,2286.549333,All,Daily,94.27,paddy,1,0,0,0,29.0,16.3,22.6,0.0,9.5,0.5,5.1,0,0,1
12-01-2021,36,Telangana,Paddy(Dhan)(Common),2131.06,2095.305751,2161.149246,All,Daily,-116.95,paddy,1,0,0,0,30.1,18.0,23.8,0.0,12.8,0.0,4.7,0,0,1
13-01-2021,36,Telangana,Paddy(Dhan)(Common),2161.75,2100.801546,2231.035136,All,Daily,30.69,paddy,1,0,0,0,29.8,18.1,23.7,0.0,7.7,0.8,5.6,0,0,1
14-01-2021,36,Telangana,Paddy(Dhan)(Common),2171.86,2135.565147,2204.971164,All,Daily,10.11,paddy,1,0,0,0,29.9,18.0,23.8,0.0,11.2,0.5,5.9,0,0,1
15-01-2021,36,Telangana,Paddy(Dhan)(Common),2162.5,2114.83125,2193.29181,All,Daily,-9.36,paddy,1,0,0,0,28.9,18.0,23.0,0.0,9.4,0.8,6.3,0,0,1
16-01-2021,36,Telangana,Paddy(Dhan)(Common),2256.83,2190.828322,2295.448933,All,Daily,94.33,paddy,1,0,0,0,29.3,18.0,23.1,0.0,9.4,0.8,4.5,0,0,1
17-01-2021,36,Telangana,Paddy(Dhan)(Common),2309.72,2269.370374,2342.976414,All,Daily,52.89,paddy,1,0,0,0,28.4,17.2,23.0,0.0,13.1,0.8,8.0,0,0,1
18-01-2021,36,Telangana,Paddy(Dhan)(Common),2227.05,2188.815069,2280.153945,All,Daily,-82.67,paddy,1,0,0,0,28.3,18.0,22.9,0.0,9.4,0.8,6.7,0,0,1
19-01-2021,36,Telangana,Paddy(Dhan)(Common),2212.72,2155.514954,2244.768672,All,Daily,-14.33,paddy,1,0,0,0,29.5,17.0,22.8,0.0,11.3,1.4,6.2,0,0,1
20-01-2021,36,Telangana,Paddy(Dhan)(Common),2084.72,2033.865309,2148.238822,All,Daily,-128.0,paddy,1,0,0,0,31.1,15.3,23.0,0.0,9.2,0.8,4.2,0,0,1
21-01-2021,36,Telangana,Paddy(Dhan)(Common),2187.5,2145.141061,2237.459679,All,Daily,102.78,paddy,1,0,0,0,31.0,15.3,23.5,0.0,7.6,0.8,3.7,0,0,1
22-01-2021,36,Telangana,Paddy(Dhan)(Common),2253.99,2198.462079,2294.090692,All,Daily,66.49,paddy,1,0,0,0,30.0,17.3,24.1,0.0,7.9,0.9,5.1,0,0,1
23-01-2021,36,Telangana,Paddy(Dhan)(Common),2130.47,2084.705315,2167.353867,All,Daily,-123.52,paddy,1,0,0,0,29.1,17.2,23.7,0.0,9.4,0.8,5.0,0,0,1
24-01-2021,36,Telangana,Paddy(Dhan)(Common),2290.12,2246.23517,2359.30264,All,Daily,159.65,paddy,1,0,0,0,30.6,18.0,24.1,0.0,9.4,0.0,4.8,0,0,1
25-01-2021,36,Telangana,Paddy(Dhan)(Common),2201.84,2147.64647,2260.083284,All,Daily,-88.28,paddy,1,0,0,0,32.0,16.2,24.3,0.0,9.2,0.5,4.6,0,0,1
26-01-2021,36,Telangana,Paddy(Dhan)(Common),2254.13,2208.050158,2315.170737,All,Daily,52.29,paddy,1,0,0,0,31.5,17.2,24.5,0.0,11.0,0.9,5.8,0,0,1
27-01-2021,36,Telangana,Paddy(Dhan)(Common),2200.19,2160.48474,2235.425828,All,Daily,-53.94,paddy,1,0,0,0,29.9,17.2,23.8,0.0,14.4,0.8,7.9,0,0,1
28-01-2021,36,Telangana,Paddy(Dhan)(Common),2278.9,2239.304594,2329.82643,All,Daily,78.71,paddy,1,0,0,0,29.0,18.0,23.2,0.0,12.8,0.0,6.8,0,0,1
29-01-2021,36,Telangana,Paddy(Dhan)(Common),2144.72,2083.831979,2213.953475,All,Daily,-134.18,paddy,1,0,0,0,30.0,18.0,23.6,0.0,9.4,0.8,4.8,0,0,1
30-01-2021,36,Telangana,Paddy(Dhan)(Common),2245.27,2179.947304,2294.652549,All,Daily,100.55,paddy,1,0,0,0,29.5,17.2,23.6,0.0,9.4,0.8,4.6,0,0,1
31-01-2021,36,Telangana,Paddy(Dhan)(Common),2196.22,2141.350576,2253.196806,All,Daily,-49.05,paddy,1,0,0,0,28.5,18.9,23.0,0.0,9.5,1.0,6.3,0,0,1
01-02-2021,36,Telangana,Paddy(Dhan)(Common),2246.26,2197.943856,2289.411391,All,Daily,50.04,paddy,1,0,0,0,27.0,19.0,22.8,0.0,9.4,0.0,5.6,0,0,1
02-02-2021,36,Telangana,Paddy(Dhan)(Common),2214.68,2168.113779,2269.408059,All,Daily,-31.58,paddy,1,0,0,0,28.0,15.3,21.6,0.0,12.6,0.5,6.0,0,0,1
03-02-2021,36,Telangana,Paddy(Dhan)(Common),2154.61,2123.502218,2210.166165,All,Daily,-60.07,paddy,1,0,0,0,28.7,15.5,22.0,0.0,11.0,0.0,5.5,0,0,1
04-02-2021,36,Telangana,Paddy(Dhan)(Common),2125.82,2061.645507,2172.174266,All,Daily,-28.79,paddy,1,0,0,0,28.3,15.2,21.9,0.0,14.2,0.8,7.5,0,0,1
05-02-2021,36,Telangana,Paddy(Dhan)(Common),2226.2,2158.422335,2264.84032,All,Daily,100.38,paddy,1,0,0,0,28.3,13.3,21.6,0.0,11.0,0.8,6.5,0,0,1
06-02-2021,36,Telangana,Paddy(Dhan)(Common),2125.57,2086.192815,2177.728753,All,Daily,-100.63,paddy,1,0,0,0,29.4,15.3,22.7,0.0,9.7,0.5,6.0,0,0,1
07-02-2021,36,Telangana,Paddy(Dhan)(Common),2203.12,2148.355193,2272.0311,All,Daily,77.55,paddy,1,0,0,0,28.2,15.3,22.0,0.0,12.6,0.8,7.1,0,0,1
08-02-2021,36,Telangana,Paddy(Dhan)(Common),2221.36,2178.160082,2252.467387,All,Daily,18.24,paddy,1,0,0,0,28.7,15.6,21.5,0.0,9.4,0.5,6.3,0,0,1
09-02-2021,36,Telangana,Paddy(Dhan)(Common),2107.78,2057.161725,2139.873876,All,Daily,-113.58,paddy,1,0,0,0,31.0,15.1,22.2,0.0,9.2,0.8,3.8,0,0,1
10-02-2021,36,Telangana,Paddy(Dhan)(Common),2102.91,2036.184684,2158.606926,All,Daily,-4.87,paddy,1,0,0,0,32.1,13.4,22.2,0.0,9.2,0.8,5.7,0,0,1
11-02-2021,36,Telangana,Paddy(Dhan)(Common),2214.89,2147.948999,2282.910523,All,Daily,111.98,paddy,1,0,0,0,28.1,14.3,22.3,0.0,11.2,0.5,6.5,0,0,1
12-02-2021,36,Telangana,Paddy(Dhan)(Common),2169.51,2137.891757,2217.48028,All,Daily,-45.38,paddy,1,0,0,0,29.0,15.0,22.6,0.0,10.8,0.7,6.8,0,0,1
13-02-2021,36,Telangana,Paddy(Dhan)(Common),2263.66,2220.500895,2318.23625,All,Daily,94.15,paddy,1,0,0,0,29.1,15.0,22.7,0.0,15.9,0.0,7.4,0,0,1
14-02-2021,36,Telangana,Paddy(Dhan)(Common),2188.9,2131.481802,2231.106861,All,Daily,-74.76,paddy,1,0,0,0,30.2,15.4,23.7,0.0,9.4,0.8,5.1,0,0,1
15-02-2021,36,Telangana,Paddy(Dhan)(Common),2230.73,2179.582573,2296.431209,All,Daily,41.83,paddy,1,0,0,0,31.1,18.0,24.6,0.0,12.4,0.8,5.5,0,0,1
16-02-2021,36,Telangana,Paddy(Dhan)(Common),2114.1,2077.187474,2171.429809,All,Daily,-116.63,paddy,1,0,0,0,31.5,19.0,24.8,0.0,10.6,0.8,6.3,0,0,1
17-02-2021,36,Telangana,Paddy(Dhan)(Common),2171.77,2108.254697,2237.928886,All,Daily,57.67,paddy,1,0,0,0,30.1,17.4,24.1,0.0,11.2,0.8,6.7,0,0,1
18-02-2021,36,Telangana,Paddy(Dhan)(Common),2200.76,2140.310946,2235.338628,All,Daily,28.99,paddy,1,0,0,0,28.0,18.0,23.0,0.0,16.6,1.4,8.9,0,0,1
19-02-2021,36,Telangana,Paddy(Dhan)(Common),2132.68,2073.981461,2195.790773,All,Daily,-68.08,paddy,1,0,0,0,26.1,18.0,20.8,1.0,14.8,0.5,7.0,0,0,1
20-02-2021,36,Telangana,Paddy(Dhan)(Common),2283.52,2245.309536,2335.596213,All,Daily,150.84,paddy,1,0,0,0,26.1,18.0,22.2,0.0,13.1,0.5,7.8,0,0,1
21-02-2021,36,Telangana,Paddy(Dhan)(Common),2219.64,2163.87389,2287.747467,All,Daily,-63.88,paddy,1,0,0,0,27.1,18.0,22.7,0.0,14.2,1.0,7.4,0,0,1
22-02-2021,36,Telangana,Paddy(Dhan)(Common),2243.69,2192.425695,2281.96563,All,Daily,24.05,paddy,1,0,0,0,28.9,17.2,23.9,0.0,9.4,0.8,4.7,0,0,1
23-02-2021,36,Telangana,Paddy(Dhan)(Common),2213.42,2176.552859,2246.63289,All,Daily,-30.27,paddy,1,0,0,0,31.1,17.3,24.5,0.0,7.6,0.5,4.4,0,0,1
24-02-2021,36,Telangana,Paddy(Dhan)(Common),2117.28,2065.892683,2156.600555,All,Daily,-96.14,paddy,1,0,0,0,32.1,15.5,24.1,0.0,9.4,0.0,4.8,0,0,1
25-02-2021,36,Telangana,Paddy(Dhan)(Common),2196.32,2163.46155,2241.772329,All,Daily,79.04,paddy,1,0,0,0,32.8,16.0,24.5,0.0,12.2,0.0,3.2,0,0,1
26-02-2021,36,Telangana,Paddy(Dhan)(Common),2222.09,2154.824837,2269.403635,All,Daily,25.77,paddy,1,0,0,0,35.1,16.0,25.2,0.0,9.2,0.8,3.9,0,0,1
27-02-2021,36,Telangana,Paddy(Dhan)(Common),2293.89,2255.173133,2360.926618,All,Daily,71.8,paddy,1,0,0,0,33.6,16.0,25.4,0.0,9.4,0.8,4.2,0,0,1
28-02-2021,36,Telangana,Paddy(Dhan)(Common),2225.63,2157.560658,2272.033924,All,Daily,-68.26,paddy,1,0,0,0,35.1,16.0,25.6,0.0,9.4,0.5,4.2,0,0,1
01-03-2021,36,Telangana,Paddy(Dhan)(Common),2241.17,2177.47488,2285.314397,All,Daily,15.54,paddy,1,0,0,0,35.1,16.0,25.9,0.0,12.4,0.5,5.8,1,0,0
02-03-2021,36,Telangana,Paddy(Dhan)(Common),2229.74,2165.446196,2280.612282,All,Daily,-11.43,paddy,1,0,0,0,34.0,17.0,25.9,0.0,10.8,0.0,4.3,1,0,0
03-03-2021,36,Telangana,Paddy(Dhan)(Common),2208.08,2148.356019,2273.484763,All,Daily,-21.66,paddy,1,0,0,0,34.5,17.0,26.1,0.0,12.4,0.8,5.8,1,0,0
04-03-2021,36,Telangana,Paddy(Dhan)(Common),2233.04,2172.971384,2269.090178,All,Daily,24.96,paddy,1,0,0,0,34.3,17.5,26.4,0.0,11.2,0.5,5.7,1,0,0
05-03-2021,36,Telangana,Paddy(Dhan)(Common),2221.84,2152.43024,2261.525018,All,Daily,-11.2,paddy,1,0,0,0,35.7,18.7,27.0,0.0,9.4,0.5,6.0,1,0,0
06-03-2021,36,Telangana,Paddy(Dhan)(Common),2166.45,2097.392656,2232.996034,All,Daily,-55.39,paddy,1,0,0,0,36.5,18.5,27.1,0.0,11.0,0.0,4.8,1,0,0
07-03-2021,36,Telangana,Paddy(Dhan)(Common),2312.8,2249.53046,2362.247473,All,Daily,146.35,paddy,1,0,0,0,36.0,18.5,27.6,0.0,9.4,0.0,4.4,1,0,0
08-03-2021,36,Telangana,Paddy(Dhan)(Common),2204.25,2145.311996,2270.861406,All,Daily,-108.55,paddy,1,0,0,0,34.1,19.4,27.3,0.0,11.0,3.0,7.0,1,0,0
09-03-2021,36,Telangana,Paddy(Dhan)(Common),2181.41,2149.229861,2245.386223,All,Daily,-22.84,paddy,1,0,0,0,34.1,19.0,26.4,0.0,7.7,1.0,5.8,1,0,0
10-03-2021,36,Telangana,Paddy(Dhan)(Common),2110.77,2046.859489,2147.582866,All,Daily,-70.64,paddy,1,0,0,0,35.0,20.0,26.7,0.0,11.2,2.3,6.1,1,0,0
11-03-2021,36,Telangana,Paddy(Dhan)(Common),2127.78,2060.401549,2186.260983,All,Daily,17.01,paddy,1,0,0,0,35.9,18.4,27.0,0.0,9.2,0.5,5.1,1,0,0
12-03-2021,36,Telangana,Paddy(Dhan)(Common),2316.58,2270.176643,2359.995384,All,Daily,188.8,paddy,1,0,0,0,34.8,20.2,27.0,0.0,13.8,0.8,7.3,1,0,0
13-03-2021,36,Telangana,Paddy(Dhan)(Common),2225.62,2186.022121,2281.278378,All,Daily,-90.96,paddy,1,0,0,0,32.1,14.3,25.2,0.0,9.5,0.4,4.7,1,0,0
14-03-2021,36,Telangana,Paddy(Dhan)(Common),2327.9,2281.442168,2366.537475,All,Daily,102.28,paddy,1,0,0,0,33.5,18.0,26.5,0.0,11.2,0.5,6.1,1,0,0
15-03-2021,36,Telangana,Paddy(Dhan)(Common),2259.77,2192.050948,2307.397659,All,Daily,-68.13,paddy,1,0,0,0,34.5,18.5,27.1,0.0,10.8,0.5,5.0,1,0,0
16-03-2021,36,Telangana,Paddy(Dhan)(Common),2105.41,2053.006616,2175.327306,All,Daily,-154.36,paddy,1,0,0,0,35.1,19.4,27.7,0.0,10.6,0.0,5.3,1,0,0
17-03-2021,36,Telangana,Paddy(Dhan)(Common),2192.75,2128.638614,2243.740181,All,Daily,87.34,paddy,1,0,0,0,35.2,19.0,27.9,0.0,11.2,0.0,6.3,1,0,0
18-03-2021,36,Telangana,Paddy(Dhan)(Common),2191.36,2159.030567,2245.849293,All,Daily,-1.39,paddy,1,0,0,0,35.8,20.0,27.7,0.0,10.6,0.5,5.8,1,0,0
19-03-2021,36,Telangana,Paddy(Dhan)(Common),2167.42,2110.666791,2198.242317,All,Daily,-23.94,paddy,1,0,0,0,33.2,20.0,26.9,0.0,9.4,0.0,5.4,1,0,0
20-03-2021,36,Telangana,Paddy(Dhan)(Common),2168.57,2121.898344,2236.697941,All,Daily,1.15,paddy,1,0,0,0,32.8,21.0,26.8,0.0,13.1,0.0,7.4,1,0,0
21-03-2021,36,Telangana,Paddy(Dhan)(Common),2146.28,2080.393651,2200.829658,All,Daily,-22.29,paddy,1,0,0,0,34.0,21.0,27.0,0.0,11.0,0.0,5.3,1,0,0
22-03-2021,36,Telangana,Paddy(Dhan)(Common),2163.3,2106.074816,2232.424098,All,Daily,17.02,paddy,1,0,0,0,34.6,20.0,27.6,0.0,12.4,0.8,6.5,1,0,0
23-03-2021,36,Telangana,Paddy(Dhan)(Common),2140.38,2101.027162,2171.399032,All,Daily,-22.92,paddy,1,0,0,0,33.9,23.1,28.3,0.0,16.2,0.6,8.0,1,0,0
24-03-2021,36,Telangana,Paddy(Dhan)(Common),2209.48,2168.622351,2248.239764,All,Daily,69.1,paddy,1,0,0,0,34.5,24.0,28.5,0.0,12.6,0.6,6.8,1,0,0
25-03-2021,36,Telangana,Paddy(Dhan)(Common),2160.57,2099.46917,2210.172419,All,Daily,-48.91,paddy,1,0,0,0,36.0,22.3,29.0,0.0,12.2,0.5,5.4,1,0,0
26-03-2021,36,Telangana,Paddy(Dhan)(Common),2154.06,2100.941004,2198.937418,All,Daily,-6.51,paddy,1,0,0,0,35.1,23.0,28.9,0.0,9.4,0.8,6.2,1,0,0
27-03-2021,36,Telangana,Paddy(Dhan)(Common),2153.18,2097.962813,2211.397572,All,Daily,-0.88,paddy,1,0,0,0,36.8,23.4,29.8,0.0,12.6,1.3,5.8,1,0,0
28-03-2021,36,Telangana,Paddy(Dhan)(Common),2215.01,2153.45093,2281.543159,All,Daily,61.83,paddy,1,0,0,0,36.9,23.0,29.8,0.0,9.4,0.8,5.5,1,0,0
29-03-2021,36,Telangana,Paddy(Dhan)(Common),2193.26,2163.067947,2223.985691,All,Daily,-21.75,paddy,1,0,0,0,37.8,23.0,30.5,0.0,9.4,0.0,3.6,1,0,0
30-03-2021,36,Telangana,Paddy(Dhan)(Common),2136.15,2085.466698,2167.878354,All,Daily,-57.11,paddy,1,0,0,0,37.6,25.0,30.0,0.0,18.0,0.5,6.3,1,0,0
31-03-2021,36,Telangana,Paddy(Dhan)(Common),2245.45,2198.639941,2284.861826,All,Daily,109.3,paddy,1,0,0,0,38.8,21.0,29.3,0.0,16.7,1.4,8.5,1,0,0
01-04-2021,36,Telangana,Paddy(Dhan)(Common),2180.63,2129.006487,2237.748708,All,Daily,-64.82,paddy,1,0,0,0,38.3,20.0,28.8,0.0,14.4,0.5,6.7,1,0,0
02-04-2021,36,Telangana,Paddy(Dhan)(Common),2188.32,2143.272343,2224.718721,All,Daily,7.69,paddy,1,0,0,0,37.3,22.0,29.3,0.0,14.9,0.0,6.5,1,0,0
03-04-2021,36,Telangana,Paddy(Dhan)(Common),2208.49,2163.940574,2261.445422,All,Daily,20.17,paddy,1,0,0,0,39.2,24.3,31.1,0.0,11.2,0.5,5.3,1,0,0
04-04-2021,36,Telangana,Paddy(Dhan)(Common),2197.65,2134.877397,2237.089639,All,Daily,-10.84,paddy,1,0,0,0,36.0,24.0,29.6,0.0,9.5,0.9,5.4,1,0,0
05-04-2021,36,Telangana,Paddy(Dhan)(Common),2128.69,2071.658907,2197.453306,All,Daily,-68.96,paddy,1,0,0,0,34.0,24.0,29.2,0.0,14.0,1.4,7.5,1,0,0
06-04-2021,36,Telangana,Paddy(Dhan)(Common),2280.66,2223.570173,2322.273288,All,Daily,151.97,paddy,1,0,0,0,36.0,24.0,30.0,0.0,11.2,0.0,5.8,1,0,0
07-04-2021,36,Telangana,Paddy(Dhan)(Common),2316.99,2251.172995,2371.276426,All,Daily,36.33,paddy,1,0,0,0,37.3,22.0,29.6,0.0,9.4,0.0,5.5,1,0,0
08-04-2021,36,Telangana,Paddy(Dhan)(Common),2141.29,2074.715212,2179.442653,All,Daily,-175.7,paddy,1,0,0,0,36.0,23.0,29.2,0.0,9.6,0.5,4.4,1,0,0
09-04-2021,36,Telangana,Paddy(Dhan)(Common),2154.61,2088.761188,2190.974708,All,Daily,13.32,paddy,1,0,0,0,35.2,24.0,29.5,0.0,12.2,0.5,5.9,1,0,0
10-04-2021,36,Telangana,Paddy(Dhan)(Common),2176.33,2135.941373,2241.465023,All,Daily,21.72,paddy,1,0,0,0,35.0,24.0,29.4,0.0,9.5,4.2,7.1,1,0,0
11-04-2021,36,Telangana,Paddy(Dhan)(Common),2230.96,2175.69217,2265.61409,All,Daily,54.63,paddy,1,0,0,0,33.4,23.0,27.8,0.0,16.2,1.0,7.5,1,0,0
12-04-2021,36,Telangana,Paddy(Dhan)(Common),2154.39,2111.772205,2215.812275,All,Daily,-76.57,paddy,1,0,0,0,33.1,24.0,27.3,13.0,13.0,0.8,4.1,1,0,0
13-04-2021,36,Telangana,Paddy(Dhan)(Common),2217.37,2153.018164,2280.401593,All,Daily,62.98,paddy,1,0,0,0,34.1,22.0,28.4,0.0,11.7,1.4,6.5,1,0,0
14-04-2021,36,Telangana,Paddy(Dhan)(Common),2312.79,2243.185693,2366.668128,All,Daily,95.42,paddy,1,0,0,0,33.0,20.1,26.2,6.0,16.6,0.8,8.4,1,0,0
15-04-2021,36,Telangana,Paddy(Dhan)(Common),2272.43,2229.038904,2333.489788,All,Daily,-40.36,paddy,1,0,0,0,33.8,20.0,26.8,0.0,14.8,0.5,6.5,1,0,0
16-04-2021,36,Telangana,Paddy(Dhan)(Common),2142.06,2078.152921,2177.587883,All,Daily,-130.37,paddy,1,0,0,0,34.9,21.0,29.3,0.0,14.2,0.8,6.5,1,0,0
17-04-2021,36,Telangana,Paddy(Dhan)(Common),2149.16,2096.321659,2200.292688,All,Daily,7.1,paddy,1,0,0,0,35.2,26.0,30.5,0.0,10.8,0.5,5.6,1,0,0
18-04-2021,36,Telangana,Paddy(Dhan)(Common),2189.47,2136.105969,2226.448948,All,Daily,40.31,paddy,1,0,0,0,36.9,26.0,30.1,0.0,11.2,0.0,4.3,1,0,0
19-04-2021,36,Telangana,Paddy(Dhan)(Common),2280.3,2213.957939,2341.494684,All,Daily,90.83,paddy,1,0,0,0,36.0,25.0,30.6,0.0,14.6,0.5,7.2,1,0,0
20-04-2021,36,Telangana,Paddy(Dhan)(Common),2147.4,2104.034372,2201.550063,All,Daily,-132.9,paddy,1,0,0,0,35.1,25.3,28.9,5.0,16.2,0.5,5.4,1,0,0
21-04-2021,36,Telangana,Paddy(Dhan)(Common),2242.07,2183.546553,2278.542437,All,Daily,94.67,paddy,1,0,0,0,36.5,24.0,30.5,0.0,14.2,1.0,6.5,1,0,0
22-04-2021,36,Telangana,Paddy(Dhan)(Common),2264.29,2226.507948,2316.65104,All,Daily,22.22,paddy,1,0,0,0,35.3,25.0,29.4,0.0,12.8,0.8,5.9,1,0,0
23-04-2021,36,Telangana,Paddy(Dhan)(Common),2153.59,2093.806096,2194.936549,All,Daily,-110.7,paddy,1,0,0,0,34.4,24.0,29.1,1.0,9.4,1.4,6.6,1,0,0
24-04-2021,36,Telangana,Paddy(Dhan)(Common),2296.68,2231.917874,2363.610166,All,Daily,143.09,paddy,1,0,0,0,35.5,23.3,29.7,3.0,11.2,0.8,5.7,1,0,0
25-04-2021,36,Telangana,Paddy(Dhan)(Common),2286.68,2225.603278,2324.193484,All,Daily,-10.0,paddy,1,0,0,0,35.6,23.0,30.1,0.0,11.2,1.4,6.0,1,0,0
26-04-2021,36,Telangana,Paddy(Dhan)(Common),2201.51,2169.983286,2246.175497,All,Daily,-85.17,paddy,1,0,0,0,37.4,25.0,30.8,0.0,9.2,0.0,3.9,1,0,0
27-04-2021,36,Telangana,Paddy(Dhan)(Common),2238.52,2177.067868,2299.935469,All,Daily,37.01,paddy,1,0,0,0,37.2,26.0,31.3,0.0,22.3,0.0,8.2,1,0,0
28-04-2021,36,Telangana,Paddy(Dhan)(Common),2191.35,2141.62221,2256.565492,All,Daily,-47.17,paddy,1,0,0,0,36.6,25.0,31.3,0.0,10.8,2.9,5.6,1,0,0
29-04-2021,36,Telangana,Paddy(Dhan)(Common),2172.7,2114.115875,2215.917239,All,Daily,-18.65,paddy,1,0,0,0,37.1,25.0,31.0,0.0,10.6,1.0,6.5,1,0,0
30-04-2021,36,Telangana,Paddy(Dhan)(Common),2131.78,2099.399924,2186.003642,All,Daily,-40.92,paddy,1,0,0,0,37.2,24.0,30.3,0.0,14.8,1.0,6.3,1,0,0
01-05-2021,36,Telangana,Paddy(Dhan)(Common),2200.68,2138.470446,2264.547794,All,Daily,68.9,paddy,1,0,0,0,35.1,24.0,29.6,0.0,9.4,4.1,7.3,1,0,0
02-05-2021,36,Telangana,Paddy(Dhan)(Common),2193.49,2157.163595,2242.793511,All,Daily,-7.19,paddy,1,0,0,0,34.4,26.9,31.1,0.0,11.0,3.9,6.1,1,0,0
03-05-2021,36,Telangana,Paddy(Dhan)(Common),2133.94,2071.967987,2178.030647,All,Daily,-59.55,paddy,1,0,0,0,35.5,22.2,27.7,4.0,14.8,0.5,6.8,1,0,0
04-05-2021,36,Telangana,Paddy(Dhan)(Common),2202.88,2153.871732,2238.782408,All,Daily,68.94,paddy,1,0,0,0,33.0,24.3,28.1,2.0,14.0,2.3,7.0,1,0,0
05-05-2021,36,Telangana,Paddy(Dhan)(Common),2216.8,2156.97349,2273.848637,All,Daily,13.92,paddy,1,0,0,0,35.9,23.2,28.4,0.9,9.2,4.0,6.6,1,0,0
06-05-2021,36,Telangana,Paddy(Dhan)(Common),2217.23,2174.695776,2257.777721,All,Daily,0.43,paddy,1,0,0,0,36.8,24.0,29.9,0.0,11.2,0.9,6.4,1,0,0
07-05-2021,36,Telangana,Paddy(Dhan)(Common),2297.14,2241.800754,2342.109412,All,Daily,79.91,paddy,1,0,0,0,35.3,24.0,30.1,0.0,11.2,0.8,6.9,1,0,0
08-05-2021,36,Telangana,Paddy(Dhan)(Common),2132.54,2076.107292,2177.885079,All,Daily,-164.6,paddy,1,0,0,0,35.4,26.0,30.4,0.0,11.2,1.2,6.6,1,0,0
09-05-2021,36,Telangana,Paddy(Dhan)(Common),2160.04,2096.781277,2224.483975,All,Daily,27.5,paddy,1,0,0,0,36.9,26.0,31.6,0.0,12.2,4.0,8.0,1,0,0
10-05-2021,36,Telangana,Paddy(Dhan)(Common),2270.81,2235.398139,2303.784659,All,Daily,110.77,paddy,1,0,0,0,36.5,26.0,31.2,0.0,12.2,0.8,6.1,1,0,0
11-05-2021,36,Telangana,Paddy(Dhan)(Common),2264.42,2218.763913,2316.093198,All,Daily,-6.39,paddy,1,0,0,0,36.7,25.0,31.1,0.0,15.1,4.3,10.3,1,0,0
12-05-2021,36,Telangana,Paddy(Dhan)(Common),2177.75,2131.523716,2240.7167,All,Daily,-86.67,paddy,1,0,0,0,38.0,24.0,30.7,0.0,13.0,2.3,7.8,1,0,0
13-05-2021,36,Telangana,Paddy(Dhan)(Common),2176.96,2132.11743,2240.162564,All,Daily,-0.79,paddy,1,0,0,0,37.0,23.0,30.1,7.0,19.6,2.6,7.4,1,0,0
14-05-2021,36,Telangana,Paddy(Dhan)(Common),2262.69,2200.31901,2326.452731,All,Daily,85.73,paddy,1,0,0,0,35.9,25.8,29.5,1.1,13.0,0.9,6.8,1,0,0
15-05-2021,36,Telangana,Paddy(Dhan)(Common),2154.7,2089.03136,2186.351348,All,Daily,-107.99,paddy,1,0,0,0,32.9,24.0,28.6,0.0,20.3,1.4,14.0,1,0,0
